mano,dedo_id,timestamp,ax,ay,az,gx,gy,gz,label
L,1,2188754,-8.912,-1.215,-1.063,0.283,0.147,-0.207,I
L,2,2188758,-9.295,-0.238,-1.293,0.328,0.05,-0.193,I
L,3,2188762,-8.832,0.699,-3.097,0.339,0.164,-0.07,I
L,4,2188766,-6.929,-1.645,-5.565,0.176,0.214,0.066,I
R,0,2206987,6.579,-5.54,4.308,0.04,0.249,0.486,I
R,1,2206990,-1.022,-8.163,3.253,0.087,0.138,0.517,I
R,2,2206993,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2206996,-7.444,-4.159,2.479,0.024,0.291,0.507,I
R,4,2207000,-4.773,-0.589,8.037,0.186,0.394,0.321,I
L,0,2194770,-10.147,2.176,-3.759,0.229,0.197,-0.297,I
L,1,2194774,-9.257,4.034,-0.857,-0.147,0.049,-0.042,I
L,2,2194778,-8.838,6.929,-2.257,0.01,0.11,0.192,I
L,3,2194782,-7.428,7.149,-0.129,0.008,0.148,0.216,I
L,4,2194786,-6.504,4.66,-4.435,-0.161,0.167,0.23,I
R,0,2213046,2.201,-4.244,9.613,0.136,-0.24,-0.595,I
R,1,2213049,-6.387,-7.594,1.016,0.763,-0.048,0.011,I
R,2,2213052,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2213055,-9.661,-2.028,-1.375,0.52,-0.32,0.243,I
R,4,2213058,-11.054,-1.019,6.213,0.504,-0.063,-0.566,I
L,0,2200790,-3.78,-6.433,-5.744,0.199,0.192,0.336,I
L,1,2200794,-3.474,-4.113,-8.25,0.226,0.107,0.35,I
L,2,2200798,-3.347,-5.86,-7.566,0.258,0.16,0.356,I
L,3,2200802,-1.373,-1.027,-9.465,0.173,-0.054,0.426,I
L,4,2200806,1.743,-3.402,-8.217,-0.005,0.063,0.468,I
R,0,2219103,3.697,-1.656,7.045,0.057,-0.82,-0.167,I
R,1,2219106,-1.993,-5.18,4.557,0.048,-0.544,-0.537,I
R,2,2219109,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2219112,-4.697,-1.561,3.964,-0.331,-0.389,-0.381,I
R,4,2219115,-0.241,-1.389,8.253,-0.544,-0.575,-0.183,I
L,0,2206810,-4.621,-4.998,-6.133,0.009,-0.006,0.085,K
L,1,2206814,-4.337,-3.171,-7.887,0.038,-0.006,0.048,K
L,2,2206818,-4.015,-4.861,-7.456,0.068,-0.014,0.073,K
L,3,2206822,-2.167,-0.237,-9.011,0.044,-0.034,0.057,K
L,4,2206826,0.8,-2.561,-8.286,-0.029,-0.004,0.079,K
R,0,2225161,-7.531,-3.74,6.041,0.085,0.446,0.141,K
R,1,2225164,-8.79,-0.675,3.117,0.123,0.585,0.253,K
R,2,2225167,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2225170,-5.926,6.719,-3.281,-0.132,1.414,-0.012,K
R,4,2225173,-5.527,6.734,-3.938,-0.299,1.025,0.493,K
L,0,2212830,-4.938,-5.509,-5.438,-0.041,-0.074,0.02,K
L,1,2212834,-4.397,-4.065,-7.409,-0.005,-0.046,-0.028,K
L,2,2212838,-4.067,-5.713,-6.832,0.021,-0.062,-0.003,K
L,3,2212842,-2.267,-1.42,-8.957,0.021,-0.043,-0.04,K
L,4,2212846,0.621,-3.749,-7.92,-0.024,-0.056,-0.008,K
R,0,2231219,-10.014,-3.336,0.857,-0.195,0.065,0.003,K
R,1,2231222,-10.524,-2.616,0.608,-0.044,0.082,-0.013,K
R,2,2231225,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2231228,-6.91,5.447,-6.11,0.193,0.318,-0.355,K
R,4,2231231,-6.65,4.445,-6.865,0.055,0.172,-0.034,K
L,0,2218850,-8.357,-3.873,-2.405,0.156,0.066,0.112,K
L,1,2218854,-8.282,-3.215,-3.542,0.181,0.066,0.074,K
L,2,2218858,-8.704,-2.922,-3.334,0.217,0.035,0.088,K
L,3,2218862,-7.363,-0.728,-6.026,0.175,-0.005,0.117,K
L,4,2218866,-4.414,-3.742,-6.785,0.063,0.057,0.168,K
R,0,2237277,-3.049,-3.838,7.697,-0.929,-0.01,-0.47,K
R,1,2237280,-0.376,3.88,8.596,-0.381,0.018,-0.286,K
R,2,2237283,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2237286,-5.842,7.666,-1.911,0.244,-0.11,-0.268,K
R,4,2237289,-4.718,8.572,0.263,0.055,-0.225,-0.416,K
L,0,2224870,-8.065,-3.796,-2.844,-0.009,-0.022,0.007,K
L,1,2224874,-8.049,-3.027,-3.918,0.026,0.005,-0.023,K
L,2,2224878,-8.587,-2.783,-3.642,0.053,-0.012,-0.001,K
L,3,2224882,-7.174,-0.486,-6.225,0.047,-0.002,-0.003,K
L,4,2224886,-4.278,-3.54,-6.9,-0.007,0.007,0.032,K
R,0,2243335,-7.897,-3.407,2.057,-0.111,0.12,-0.021,K
R,1,2243338,-8.764,-2.51,4.104,-0.033,0.135,-0.08,K
R,2,2243341,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2243344,-7.351,4.667,-4.502,-0.09,0.047,-0.028,K
R,4,2243347,-6.652,4.159,-4.968,-0.095,0.01,-0.043,K
L,0,2230890,-9.719,-3.377,-2.965,0.114,-0.266,-0.536,K
L,1,2230894,-9.623,-2.824,-3.364,0.064,0.014,-0.65,K
L,2,2230898,-9.893,-2.07,-3.194,0.065,-0.082,-0.673,K
L,3,2230902,-8.471,-0.151,-5.643,0.237,0.284,-0.602,K
L,4,2230905,-5.436,-3.59,-6.758,0.356,0.123,-0.584,K
R,0,2249394,-0.945,2.837,9.541,-0.216,0.0,-0.02,K
R,1,2249397,4.126,3.754,8.056,-0.122,0.079,0.005,K
R,2,2249400,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2249403,-5.115,7.136,4.338,0.015,0.052,-0.003,K
R,4,2249406,-3.284,7.524,5.625,-0.021,0.045,-0.027,K
L,0,2236910,-9.34,-2.392,-1.792,0.255,-0.488,0.019,K
L,1,2236914,-9.627,-1.809,-1.699,0.295,-0.385,-0.249,K
L,2,2236918,-10.13,-0.736,-1.705,0.266,-0.47,-0.166,K
L,3,2236922,-9.475,0.399,-3.712,0.355,-0.311,-0.35,K
L,4,2236926,-6.967,-2.759,-5.757,0.452,-0.317,-0.087,K
R,0,2255451,-0.056,2.662,9.674,-0.142,0.064,-0.037,K
R,1,2255454,3.9,3.826,8.004,-0.028,0.048,-0.049,K
R,2,2255457,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2255460,-6.033,6.934,2.946,0.047,0.053,0.027,K
R,4,2255463,-5.126,6.833,4.519,0.024,0.038,-0.005,K
L,0,2242930,-7.807,1.586,-3.443,-0.062,0.015,0.101,K
L,1,2242934,-6.898,0.877,-1.726,0.497,-0.168,0.209,K
L,2,2242938,-6.894,2.786,-1.334,0.086,0.069,0.278,K
L,3,2242942,-6.692,3.755,-0.749,-0.037,-0.127,0.532,K
L,4,2242946,-6.524,1.55,-3.656,-0.254,-0.022,0.403,K
R,0,2261509,-1.267,3.227,10.429,-0.087,0.12,0.122,K
R,1,2261512,2.422,5.806,8.892,0.141,0.131,0.032,K
R,2,2261515,0.0,0.0,0.0,0.0,0.0,0.0,K
R,3,2261518,-6.328,8.272,2.373,-0.056,0.088,0.142,K
R,4,2261521,-6.041,8.193,3.303,-0.076,0.08,0.112,K
L,0,2248950,-5.911,-4.196,-5.561,-0.032,0.066,-0.085,L
L,1,2248954,-5.543,-2.664,-7.203,-0.02,0.097,-0.098,L
L,2,2248958,-5.713,-4.094,-6.695,0.001,0.071,-0.115,L
L,3,2248962,-3.852,-0.055,-8.509,0.01,0.127,-0.083,L
L,4,2248966,-0.82,-2.929,-8.17,-0.037,0.103,-0.115,L
R,0,2267567,-2.859,-3.31,9.421,-0.085,0.468,-0.133,L
R,1,2267570,-0.964,-0.552,9.488,0.226,0.678,-0.077,L
R,2,2267573,0.0,0.0,0.0,0.0,0.0,0.0,L
R,3,2267576,-5.947,8.085,-1.502,2.064,2.522,0.158,L
R,4,2267579,4.08,8.594,-3.121,-1.063,2.295,-1.231,L
L,0,2254970,-6.049,-4.736,-5.638,0.087,0.079,0.12,M
L,1,2254974,-5.407,-3.185,-7.337,0.117,0.156,0.039,M
L,2,2254978,-5.538,-4.374,-6.756,0.182,0.114,0.023,M
L,3,2254982,-3.432,-0.138,-8.544,0.135,0.118,0.071,M
L,4,2254986,-0.166,-2.899,-7.97,0.047,0.168,0.064,M
R,0,2273625,-9.199,-3.023,0.753,-0.166,0.277,0.003,M
R,1,2273628,-9.268,-2.175,2.483,-0.02,0.155,-0.086,M
R,2,2273631,0.0,0.0,0.0,0.0,0.0,0.0,M
R,3,2273634,-6.076,3.916,-6.425,-0.012,0.14,-0.022,M
R,4,2273637,-5.525,3.002,-6.673,0.07,0.108,-0.028,M
L,0,2260990,-9.342,-1.944,-0.472,-0.019,-0.006,0.036,M
L,1,2260994,-9.322,-1.845,-0.566,0.024,-0.036,-0.009,M
L,2,2260998,-9.697,-0.488,-0.73,0.017,-0.002,-0.01,M
L,3,2261002,-8.947,0.011,-3.025,0.023,-0.025,-0.027,M
L,4,2261005,-6.668,-2.901,-4.877,-0.027,-0.054,0.014,M
R,0,2279683,17.766,4.662,4.993,0.198,-2.173,1.061,M
R,1,2279686,11.946,0.411,1.185,-0.503,-1.51,1.025,M
R,2,2279689,0.0,0.0,0.0,0.0,0.0,0.0,M
R,3,2279692,3.512,-6.371,3.33,-3.276,0.0,-1.735,M
R,4,2279695,6.802,-2.185,3.342,0.264,-1.608,1.009,M
L,0,2267010,-9.703,-0.101,-1.778,-0.127,0.264,-0.248,M
L,1,2267014,-10.08,0.408,-0.707,-0.122,0.334,-0.142,M
L,2,2267018,-10.275,1.757,-1.197,-0.008,0.272,-0.155,M
L,3,2267022,-9.925,2.467,-2.139,0.001,0.295,0.003,M
L,4,2267026,-8.216,-0.408,-5.294,-0.104,0.249,-0.055,M
R,0,2285742,-2.318,-0.848,-9.644,-0.172,0.377,-0.192,M
R,1,2285745,-4.414,1.407,-9.439,0.071,-0.072,-0.196,M
R,2,2285748,0.0,0.0,0.0,0.0,0.0,0.0,M
R,3,2285752,1.963,-0.242,-10.096,0.156,-0.057,0.001,M
R,4,2285755,3.666,-1.723,-9.021,0.123,-0.087,0.041,M
L,0,2273030,-6.64,0.922,-4.659,0.844,0.176,1.304,M
L,1,2273034,-6.515,2.661,-3.704,1.21,-0.359,1.124,M
L,2,2273038,-6.889,4.249,-4.464,0.745,-0.441,1.852,M
L,3,2273042,-6.024,6.158,-3.151,0.299,-0.924,1.574,M
L,4,2273046,-4.543,3.226,-6.761,0.036,-0.127,1.767,M
R,0,2291800,-4.208,-1.731,-8.58,-0.324,-0.117,0.169,M
R,1,2291803,-3.142,1.693,-11.256,0.289,0.131,0.443,M
R,2,2291806,0.0,0.0,0.0,0.0,0.0,0.0,M
R,3,2291809,1.701,1.52,-9.694,-0.202,-0.077,-0.173,M
R,4,2291812,3.156,-0.64,-8.97,-0.437,-0.173,-0.32,M
L,0,2279050,-6.092,-3.296,-5.891,-0.03,-0.02,0.027,M
L,1,2279054,-6.224,-1.779,-6.899,0.001,0.005,-0.008,M
L,2,2279058,-6.237,-2.703,-6.891,0.029,-0.017,0.018,M
L,3,2279062,-4.818,1.559,-7.81,0.016,-0.008,-0.004,M
L,4,2279066,-1.563,-1.567,-8.365,-0.035,-0.0,0.006,M
R,0,2297858,-2.829,-2.916,-8.242,-0.949,0.347,-1.033,M
R,1,2297861,-4.934,0.929,-8.104,0.271,-0.064,-0.567,M
R,2,2297864,0.0,0.0,0.0,0.0,0.0,0.0,M
R,3,2297867,2.509,0.488,-9.172,0.201,0.012,-0.332,M
R,4,2297870,3.203,-0.296,-8.414,0.205,-0.029,-0.347,M
L,0,2285070,-3.499,-4.938,-6.813,-0.034,-0.027,0.153,N
L,1,2285074,-3.63,-2.276,-8.626,0.003,-0.046,0.112,N
L,2,2285078,-3.618,-3.917,-8.29,0.032,-0.038,0.146,N
L,3,2285082,-1.646,1.115,-9.172,0.001,-0.102,0.1,N
L,4,2285086,1.516,-1.629,-8.526,-0.079,-0.08,0.147,N
R,0,2303916,-2.096,1.32,-9.163,0.123,2.066,-0.262,N
R,1,2303919,-5.399,6.153,-8.827,0.117,1.371,-0.331,N
R,2,2303922,0.0,0.0,0.0,0.0,0.0,0.0,N
R,3,2303925,7.87,2.381,-7.318,0.811,1.257,0.145,N
R,4,2303928,7.925,2.326,-5.742,0.524,1.171,0.067,N
L,0,2291090,-0.753,-6.172,-8.558,-0.856,0.021,0.059,Ñ
L,1,2291094,-1.056,-4.451,-9.828,-0.617,-0.135,0.284,Ñ
L,2,2291098,-1.532,-6.297,-8.177,-0.565,-0.076,0.196,Ñ
L,3,2291102,-1.094,-0.311,-8.583,-0.551,-0.471,0.231,Ñ
L,4,2291106,0.954,-2.221,-7.072,-0.553,-0.349,0.062,Ñ
R,0,2309974,-9.074,-2.351,-2.632,-0.244,-0.161,-0.212,Ñ
R,1,2309977,-10.624,-1.839,0.014,0.066,-0.35,-0.443,Ñ
R,2,2309980,0.0,0.0,0.0,0.0,0.0,0.0,Ñ
R,3,2309983,-6.226,3.725,-7.216,0.067,-0.251,-0.27,Ñ
R,4,2309986,-4.842,3.05,-7.702,0.088,-0.275,-0.257,Ñ
L,0,2297110,-7.902,1.086,-3.096,-0.342,-0.333,-0.797,Ñ
L,1,2297114,-8.933,1.064,-1.524,-0.408,-0.135,-0.825,Ñ
L,2,2297118,-9.366,1.696,-1.75,-0.376,-0.139,-0.815,Ñ
L,3,2297122,-8.868,2.375,-2.318,-0.119,0.265,-0.852,Ñ
L,4,2297126,-7.513,-0.215,-5.058,0.167,-0.044,-0.914,Ñ
R,0,2316032,0.221,-1.873,-9.679,-0.176,-0.022,-0.007,Ñ
R,1,2316035,-3.693,2.321,-9.001,-0.066,-0.151,0.006,Ñ
R,2,2316038,0.0,0.0,0.0,0.0,0.0,0.0,Ñ
R,3,2316041,7.912,-2.399,-5.759,-0.044,0.06,0.012,Ñ
R,4,2316044,8.302,-1.198,-5.504,-0.086,0.041,0.001,Ñ
L,0,2303131,-6.529,1.077,-3.704,-0.076,0.507,0.29,O
L,1,2303135,-8.765,4.58,-1.124,0.414,0.127,1.031,O
L,2,2303139,-9.064,3.068,-1.925,0.278,0.039,0.865,O
L,3,2303143,-9.415,4.04,-1.381,-0.062,-0.459,0.994,O
L,4,2303146,-8.83,1.191,-5.183,-0.35,0.06,1.067,O
R,0,2322091,5.854,-6.567,5.731,-0.43,-0.197,-0.121,O
R,1,2322094,-3.428,-8.77,3.221,-0.249,0.059,-0.427,O
R,2,2322097,0.0,0.0,0.0,0.0,0.0,0.0,O
R,3,2322100,-9.178,-2.696,2.885,0.079,0.019,-0.545,O
R,4,2322103,-8.612,-1.395,4.603,0.048,-0.075,-0.6,O
L,0,2309151,-7.667,-5.071,-8.292,0.634,-1.001,1.473,O
L,1,2309155,-6.525,-4.981,-9.299,0.818,-1.069,1.095,O
L,2,2309159,-5.346,-7.57,-8.347,0.844,-0.801,1.155,O
L,3,2309163,-2.221,-2.611,-11.196,0.654,-1.381,0.501,O
L,4,2309166,2.65,-5.843,-9.001,0.638,-0.937,0.968,O
R,0,2328149,0.213,-6.102,8.074,-0.045,0.033,0.027,O
R,1,2328152,-7.392,-5.521,2.682,0.037,-0.072,-0.015,O
R,2,2328155,0.0,0.0,0.0,0.0,0.0,0.0,O
R,3,2328158,-9.407,2.073,1.202,0.004,-0.071,0.033,O
R,4,2328161,-8.458,3.095,3.139,-0.024,-0.067,0.031,O
L,0,2315171,-0.621,-2.427,-8.693,-0.047,0.025,0.062,O
L,1,2315175,-1.907,0.152,-9.543,-0.001,0.031,0.015,O
L,2,2315179,-1.648,-2.023,-9.542,0.021,0.021,0.027,O
L,3,2315183,0.04,3.395,-8.789,0.006,0.01,0.024,O
L,4,2315187,2.787,0.904,-8.386,-0.061,0.012,0.031,O
R,0,2334207,-3.759,-4.96,5.95,-1.161,-1.152,-0.813,O
R,1,2334210,-7.952,-1.124,2.682,-1.753,-0.014,-1.185,O
R,2,2334213,0.0,0.0,0.0,0.0,0.0,0.0,O
R,3,2334216,-5.23,5.133,-1.007,-0.785,-0.158,-1.346,O
R,4,2334219,-4.618,5.212,0.079,-0.975,-0.206,-1.191,O
L,0,2321191,0.0,-1.998,-8.771,-0.062,-0.063,0.074,P
L,1,2321195,-1.128,0.545,-9.74,-0.014,-0.037,0.006,P
L,2,2321199,-1.141,-2.199,-9.659,0.005,-0.035,0.032,P
L,3,2321203,0.893,3.806,-8.741,-0.001,-0.035,0.002,P
L,4,2321207,3.602,1.417,-8.267,-0.063,-0.038,0.027,P
R,0,2340265,1.781,-6.954,8.054,-0.161,-0.263,-0.006,P
R,1,2340268,-6.938,-6.728,3.27,-0.216,-0.14,-0.229,P
R,2,2340271,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2340274,-9.558,1.946,3.241,-0.234,-0.112,-0.217,P
R,4,2340277,-8.418,3.084,4.982,-0.282,-0.135,-0.159,P
L,0,2327211,-9.911,-3.664,4.264,-1.715,1.881,0.596,P
L,1,2327215,-7.84,-7.898,0.183,-2.326,0.755,0.677,P
L,2,2327219,-6.375,-9.717,-0.05,-2.439,0.327,0.097,P
L,3,2327223,-6.294,-9.307,-2.737,-2.46,0.392,0.262,P
L,4,2327227,-3.683,-10.533,-0.979,-2.365,0.062,0.002,P
R,0,2346323,-8.231,-0.12,-1.66,-1.016,0.867,-0.28,P
R,1,2346326,-7.871,3.723,-2.844,0.011,0.966,-1.009,P
R,2,2346329,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2346332,-4.051,3.923,-7.92,0.738,0.049,-1.28,P
R,4,2346335,-3.116,2.897,-8.352,0.861,-0.057,-1.347,P
L,0,2333231,-8.483,-2.188,-3.391,-0.024,-0.019,0.032,P
L,1,2333235,-8.244,-2.473,-4.002,-0.003,0.008,-0.01,P
L,2,2333239,-8.444,-2.857,-3.943,0.023,-0.01,0.002,P
L,3,2333243,-7.403,-0.395,-5.917,0.018,-0.003,-0.009,P
L,4,2333247,-4.709,-3.296,-6.761,-0.046,-0.017,0.008,P
R,0,2352381,-8.635,-2.85,-1.058,-0.82,-0.379,0.428,P
R,1,2352384,-8.404,3.814,-3.889,-0.046,0.152,-0.012,P
R,2,2352387,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2352390,-5.871,4.468,-6.688,0.01,0.113,-0.117,P
R,4,2352393,-5.137,2.85,-7.314,0.003,0.072,-0.137,P
L,0,2339251,-8.254,-2.166,-3.585,-0.022,-0.003,-0.0,P
L,1,2339255,-8.109,-2.459,-4.146,0.004,0.023,-0.026,P
L,2,2339259,-8.311,-2.883,-4.079,0.031,0.004,-0.007,P
L,3,2339263,-7.244,-0.357,-6.023,0.026,0.016,-0.012,P
L,4,2339266,-4.565,-3.312,-6.789,-0.024,0.022,0.008,P
R,0,2358440,-6.768,-6.343,1.189,-0.304,0.097,0.092,P
R,1,2358443,-9.72,-0.661,0.034,0.06,0.078,-0.066,P
R,2,2358446,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2358449,-7.367,4.611,-4.883,0.12,-0.194,0.037,P
R,4,2358452,-6.998,3.804,-5.28,0.14,-0.238,0.022,P
L,0,2345271,-7.298,-2.897,-4.878,-0.025,0.04,0.008,P
L,1,2345275,-7.3,-2.316,-5.784,-0.006,0.056,-0.002,P
L,2,2345279,-7.544,-3.154,-5.455,0.026,0.038,0.013,P
L,3,2345283,-6.232,0.144,-7.171,0.016,0.036,0.022,P
L,4,2345287,-3.214,-2.863,-7.725,-0.053,0.04,0.021,P
R,0,2364498,-7.746,-7.191,-0.931,-0.072,0.154,0.345,P
R,1,2364501,-9.841,-0.476,-5.446,-0.021,-0.09,0.237,P
R,2,2364504,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2364507,-7.058,3.164,-9.172,-0.149,0.076,0.136,P
R,4,2364510,-7.172,2.385,-8.894,-0.151,0.039,0.083,P
L,0,2351291,-8.31,3.335,-3.768,-0.017,-0.091,0.111,P
L,1,2351295,-9.677,3.676,-1.159,-0.171,-0.054,0.04,P
L,2,2351299,-9.038,5.417,-1.818,-0.017,-0.026,0.009,P
L,3,2351303,-8.839,5.868,-0.561,-0.038,0.008,-0.075,P
L,4,2351306,-8.297,3.187,-4.556,-0.083,-0.029,-0.117,P
R,0,2370556,-9.597,-6.076,0.328,0.372,1.741,-0.654,P
R,1,2370559,-11.971,0.943,-2.191,0.98,1.255,-0.588,P
R,2,2370562,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2370565,-8.035,6.594,-5.221,1.541,0.331,-0.315,P
R,4,2370568,-7.463,5.258,-5.107,1.44,0.037,-0.456,P
L,0,2357311,-7.442,-3.219,-6.444,-0.388,0.112,0.095,P
L,1,2357315,-7.286,-2.071,-7.339,-0.371,-0.006,0.088,P
L,2,2357319,-7.321,-3.423,-7.02,-0.35,-0.029,0.078,P
L,3,2357323,-5.449,0.676,-8.349,-0.361,-0.062,-0.058,P
L,4,2357327,-1.978,-2.377,-8.584,-0.346,-0.152,-0.173,P
R,0,2376614,-11.186,-3.525,1.821,-0.336,-0.001,0.197,P
R,1,2376617,-11.723,2.822,-1.232,-0.266,0.169,0.138,P
R,2,2376620,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2376623,-5.933,8.042,-5.713,-0.202,0.386,-0.005,P
R,4,2376626,-5.222,6.456,-6.523,-0.294,0.393,-0.107,P
L,0,2363331,-5.085,-3.747,-6.663,0.331,-0.099,0.169,P
L,1,2363335,-5.082,-2.168,-7.867,0.39,-0.06,0.056,P
L,2,2363339,-5.334,-3.652,-7.406,0.411,-0.079,0.086,P
L,3,2363343,-3.79,0.771,-8.537,0.401,-0.103,0.077,P
L,4,2363347,-0.461,-2.187,-8.456,0.313,-0.006,0.221,P
R,0,2382672,-8.693,-4.691,3.464,-0.366,0.024,0.136,P
R,1,2382675,-10.44,0.862,0.534,-0.096,0.319,0.166,P
R,2,2382678,0.0,0.0,0.0,0.0,0.0,0.0,P
R,3,2382681,-6.837,6.632,-4.834,0.098,0.349,0.161,P
R,4,2382684,-6.196,5.989,-5.322,0.141,0.309,0.118,P
L,0,2369351,-6.44,-3.096,-6.096,-0.091,-0.049,-0.042,Q
L,1,2369355,-7.196,-1.252,-6.655,-0.067,-0.033,-0.062,Q
L,2,2369359,-7.488,-1.945,-6.46,-0.037,-0.067,-0.027,Q
L,3,2369363,-6.072,1.846,-7.33,-0.025,-0.036,-0.083,Q
L,4,2369367,-2.842,-1.563,-8.334,-0.046,-0.078,-0.063,Q
R,0,2388730,-7.544,-3.806,2.009,-0.761,0.551,0.399,Q
R,1,2388733,-8.42,2.434,-1.229,0.472,0.018,-0.326,Q
R,2,2388736,0.0,0.0,0.0,0.0,0.0,0.0,Q
R,3,2388739,-8.452,5.327,-3.834,0.232,1.152,-0.389,Q
R,4,2388742,-8.25,4.605,-4.246,0.338,0.909,-0.66,Q
L,0,2375371,-8.911,-1.574,-2.778,-0.003,-0.013,0.059,Q
L,1,2375375,-9.284,-0.725,-2.687,0.028,-0.03,0.024,Q
L,2,2375379,-9.413,0.001,-2.708,0.051,-0.041,0.041,Q
L,3,2375383,-8.464,1.64,-4.105,0.03,-0.044,0.007,Q
L,4,2375387,-6.148,-1.437,-6.175,-0.031,-0.032,0.038,Q
R,0,2394789,-7.053,-2.065,2.525,-2.322,0.631,0.281,Q
R,1,2394792,-8.91,1.857,2.336,-0.161,-0.086,-1.156,Q
R,2,2394795,0.0,0.0,0.0,0.0,0.0,0.0,Q
R,3,2394798,-5.418,7.105,-5.841,0.285,0.75,-0.694,Q
R,4,2394801,-4.025,6.566,-6.164,0.135,0.423,-0.832,Q
L,0,2381391,-6.631,-1.075,-6.303,-0.001,0.06,-0.137,R
L,1,2381395,-7.898,1.565,-5.067,-0.146,0.233,-0.011,R
L,2,2381399,-7.849,2.825,-4.869,-0.012,0.235,-0.057,R
L,3,2381403,-6.499,5.021,-4.749,-0.145,0.174,0.005,R
L,4,2381407,-5.13,1.109,-7.038,-0.224,0.039,-0.132,R
R,0,2400847,-7.802,1.562,1.39,1.336,-0.422,-0.351,R
R,1,2400850,-9.054,2.547,1.332,0.629,-0.585,-0.056,R
R,2,2400853,0.0,0.0,0.0,0.0,0.0,0.0,R
R,3,2400856,-5.388,5.304,-6.347,-0.253,-0.303,0.604,R
R,4,2400859,-5.26,3.592,-7.196,-0.374,-0.1,0.555,R
L,0,2387411,-9.544,3.79,-5.179,-1.466,-0.289,-0.373,R
L,1,2387415,-9.063,5.705,-2.181,-1.537,0.031,-0.24,R
L,2,2387419,-7.681,6.819,-3.26,-1.27,0.227,-0.601,R
L,3,2387423,-7.292,7.411,-1.152,-1.095,0.492,-0.721,R
L,4,2387427,-6.6,3.646,-5.626,-1.035,-0.295,-1.238,R
R,0,2406905,1.472,-4.392,8.537,-0.195,-0.04,-0.198,R
R,1,2406908,1.093,-2.903,9.045,-0.072,-0.025,-0.304,R
R,2,2406911,0.0,0.0,0.0,0.0,0.0,0.0,R
R,3,2406914,-8.877,2.289,2.473,0.071,-0.081,-0.119,R
R,4,2406917,-8.205,2.962,3.468,0.038,-0.119,-0.111,R
L,0,2393431,-5.121,-1.96,-7.278,0.474,0.345,-0.097,R
L,1,2393435,-5.28,-1.047,-7.288,0.487,0.532,-0.304,R
L,2,2393439,-5.318,-2.359,-7.254,0.756,0.506,-0.338,R
L,3,2393443,-3.183,1.082,-7.827,0.756,0.607,0.139,R
L,4,2393446,-1.082,-1.378,-7.649,0.492,0.756,0.067,R
R,0,2412963,1.284,-2.923,7.485,0.442,-0.649,-1.55,R
R,1,2412966,3.558,1.137,6.777,0.406,-1.111,0.241,R
R,2,2412969,0.0,0.0,0.0,0.0,0.0,0.0,R
R,3,2412972,-4.815,1.96,5.459,-0.81,-0.286,-0.043,R
R,4,2412975,-3.704,3.376,5.624,-0.98,-0.425,0.037,R
L,0,2399451,-5.854,-3.797,-6.528,-0.35,0.121,-0.12,S
L,1,2399455,-6.299,-1.793,-7.706,-0.33,0.067,-0.051,S
L,2,2399459,-6.868,-2.485,-7.119,-0.325,0.088,-0.071,S
L,3,2399463,-4.468,1.164,-8.583,-0.302,0.095,-0.115,S
L,4,2399467,-1.561,-2.139,-8.623,-0.324,-0.039,-0.187,S
R,0,2419021,1.652,-2.646,7.853,-0.521,-0.384,-0.013,S
R,1,2419024,-3.697,-2.21,8.368,-0.19,-0.084,0.185,S
R,2,2419027,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,2419030,-8.404,3.95,-1.62,-0.184,0.646,-0.564,S
R,4,2419033,-7.536,4.606,-0.423,-0.167,0.548,-0.609,S
L,0,2405471,-8.3,-2.723,-3.382,0.001,0.006,0.029,S
L,1,2405475,-8.425,-1.871,-3.731,0.024,0.025,-0.006,S
L,2,2405479,-8.835,-1.5,-3.619,0.061,0.021,0.002,S
L,3,2405483,-7.648,0.463,-5.529,0.052,0.013,-0.008,S
L,4,2405486,-5.051,-2.806,-6.573,-0.01,0.037,0.018,S
R,0,2425079,-9.179,-1.215,-0.209,-0.034,0.396,0.146,S
R,1,2425082,-12.192,-1.334,0.402,-0.128,0.192,0.155,S
R,2,2425085,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,2425088,-7.615,4.051,-8.443,-0.054,0.115,0.004,S
R,4,2425091,-8.369,3.172,-8.465,-0.082,0.156,-0.143,S
L,0,2411491,-8.844,-1.815,-2.74,0.057,0.015,0.104,S
L,1,2411495,-9.08,-1.006,-2.704,0.106,0.004,0.042,S
L,2,2411499,-9.357,-0.456,-2.772,0.155,-0.017,0.037,S
